respondent_id,age_band,children_under18,work_pattern,online_grocery_pre,digital_confidence_pre,budget_pressure_pre,mealplan_days_pre,assignment,weight_base,followup_status,followup_attempts,receipt_log,receipt_count,recall_post,awareness_pre,awareness_post,consideration_pre,consideration_post,usage_pre,usage_post,meal_stress_pre,meal_stress_post,campaign_clear_post,campaign_relevant_post,campaign_trust_post,campaign_channel_post,info_search_post,usage_days_post,satisfaction_post,planning_confidence_post
SBT005_0204,2,1,2,0,1,5,2,1,1.2188097233,1,1,1,1,0,0,1,1,1,0,0,5,5,,,,,0,,,2
SBT005_0205,4,0,3,0,3,4,3,0,1.9875626711,1,2,0,0,0,0,0,1,1,0,0,5,4,,,,,0,,,3
SBT005_0206,2,0,1,0,4,5,4,0,1.2188097233,0,4,0,0,,1,,5,,0,,3,,,,,,,,,
SBT005_0207,1,1,1,1,2,2,3,1,0.6557362064,0,4,1,1,,0,,2,,0,,2,,,,,,,,,
SBT005_0208,4,0,3,0,4,5,5,0,1.9875626711,0,4,1,1,,0,,3,,0,,97,,,,,,,,,
SBT005_0209,2,0,1,0,4,3,97,1,1.2188097233,1,2,1,4,1,0,1,4,3,0,0,3,4,5,2,5,1,1,,,3
SBT005_0210,2,1,1,1,5,3,3,1,0.6801943153,1,4,1,4,1,1,1,4,5,0,0,5,2,5,5,5,2,1,,,4
SBT005_0211,3,1,1,1,98,4,5,1,0.9404938575,1,4,1,3,1,0,1,3,4,0,0,3,4,4,97,5,2,0,,,5
SBT005_0212,2,0,1,1,5,5,1,1,0.6801943153,1,1,1,2,1,0,0,3,2,0,0,4,3,3,4,4,2,1,,,3
SBT005_0213,3,0,2,0,3,5,2,1,1.6623641428,1,1,1,1,1,1,1,2,2,0,0,4,3,3,4,5,3,0,,,4
SBT005_0214,2,1,1,0,1,2,4,1,1.2188097233,0,4,1,1,,0,,2,,0,,2,,,,,,,,,
SBT005_0215,2,1,2,0,3,1,4,1,1.2188097233,1,2,1,1,1,1,1,2,2,0,0,1,2,4,3,4,1,0,,,3
SBT005_0216,3,0,1,1,5,2,3,0,0.9404938575,0,4,0,0,,1,,5,,1,,3,,,,,,,,,
SBT005_0217,1,0,1,0,1,1,2,0,1.1657532558,1,1,0,0,1,1,1,5,5,0,0,1,1,3,2,2,97,97,,,5
SBT005_0218,1,1,3,1,2,5,2,0,0.6557362064,1,3,0,0,1,1,1,3,3,1,1,3,4,3,2,3,2,0,2,4,3
SBT005_0219,1,0,1,1,4,4,4,0,0.6557362064,1,3,1,1,1,0,0,5,5,0,0,5,4,4,5,5,3,1,,,3
SBT005_0220,2,1,1,1,4,5,4,1,0.6801943153,1,1,1,2,1,0,1,3,2,0,0,4,4,3,1,5,1,0,,,2
SBT005_0221,4,0,1,0,2,3,0,0,1.9875626711,1,2,0,0,1,0,0,1,1,0,0,3,3,1,2,2,2,0,,,3
SBT005_0222,2,1,1,1,4,3,97,0,0.6801943153,1,2,1,4,1,1,1,3,4,0,0,2,2,5,99,4,3,0,,,2
SBT005_0223,2,1,1,1,4,2,3,1,0.6801943153,1,2,0,0,0,0,0,3,4,97,0,4,2,,,,,0,,,3
SBT005_0224,1,0,2,1,5,4,6,1,0.6557362064,0,4,1,2,,0,,3,,0,,2,,,,,,,,,
SBT005_0225,4,0,3,1,5,1,7,1,1.0474992456,1,2,0,0,0,0,0,3,3,0,0,1,1,,,,,0,,,5
SBT005_0226,2,0,1,1,4,2,99,1,0.6801943153,1,1,0,0,1,0,0,2,3,0,0,1,1,5,4,4,1,1,,,5
SBT005_0227,1,0,1,1,4,3,3,0,0.6557362064,1,4,0,0,1,0,1,4,5,0,0,3,5,4,5,4,2,0,,,4
SBT005_0228,1,1,2,1,5,4,2,0,0.6557362064,1,1,0,0,0,0,97,2,1,0,0,5,3,,,,,0,,,2
SBT005_0229,2,0,1,1,2,4,1,1,0.6801943153,1,1,1,1,1,97,1,97,97,0,0,4,4,4,2,3,1,0,,,3
SBT005_0230,1,1,3,1,3,4,3,0,0.6557362064,0,4,1,1,,1,,5,,0,,3,,,,,,,,,
SBT005_0231,2,0,1,1,5,3,3,0,0.6801943153,1,1,1,3,99,0,1,3,3,0,0,3,99,,,,,0,,,5
SBT005_0232,2,0,1,0,1,1,97,1,1.2188097233,1,2,0,0,0,0,0,1,1,0,99,1,1,,,,,0,,,3
SBT005_0233,1,0,1,1,5,2,6,1,0.6557362064,1,1,1,2,1,1,1,4,4,1,1,2,1,4,5,5,4,1,4,5,5
SBT005_0234,3,0,1,1,3,2,3,0,0.9404938575,1,3,0,0,0,0,1,3,3,0,0,2,3,,,,,0,,,3
SBT005_0235,2,1,1,1,3,2,2,0,0.6801943153,1,1,0,0,97,0,0,2,3,97,0,3,3,,,,,0,,,2
SBT005_0236,1,1,1,0,1,3,4,0,1.1657532558,0,4,0,0,,0,,3,,0,,2,,,,,,,,,
SBT005_0237,2,1,1,1,5,4,6,1,0.6801943153,0,4,1,3,,1,,4,,1,,4,,,,,,,,,
SBT005_0238,2,1,3,1,5,5,2,0,0.6801943153,1,4,1,3,1,0,0,4,3,0,0,5,5,5,4,5,2,0,,,3
SBT005_0239,2,1,1,0,2,3,1,0,1.2188097233,1,1,0,0,0,0,0,1,1,0,0,2,5,,,,,0,,,3
SBT005_0240,2,0,1,0,4,3,5,1,1.2188097233,1,2,1,4,99,0,1,4,4,0,0,2,3,,,,,0,,,5
SBT005_0241,2,0,3,1,5,1,6,0,0.6801943153,1,2,1,1,1,1,1,97,5,0,0,1,2,5,3,4,2,0,,,4
SBT005_0242,2,0,1,1,3,3,4,0,0.6801943153,1,1,0,0,0,0,1,4,4,0,1,2,2,,,,,0,0,2,5
SBT005_0243,1,1,2,0,3,4,5,1,1.1657532558,1,1,1,1,1,1,1,4,3,0,0,3,4,4,4,4,1,0,,,4
SBT005_0244,4,0,2,1,4,2,4,0,1.0474992456,1,2,0,0,1,0,0,3,2,0,0,3,1,3,2,4,3,1,,,3
SBT005_0245,2,0,1,1,3,5,3,0,0.6801943153,1,1,0,0,0,0,0,3,3,97,0,4,97,,,,,0,,,3
SBT005_0246,3,0,3,1,3,2,4,0,0.9404938575,1,1,0,0,1,1,1,3,4,98,0,2,2,3,98,3,3,0,,,4
SBT005_0247,2,1,1,1,5,97,4,0,0.6801943153,1,1,1,3,1,0,1,3,3,0,0,5,4,97,5,5,4,1,,,4
SBT005_0248,2,1,3,1,3,4,2,1,0.6801943153,0,4,1,3,,0,,1,,0,,3,,,,,,,,,
SBT005_0249,2,1,2,1,5,1,7,0,0.6801943153,1,3,1,3,97,1,1,4,3,0,0,1,2,,,,,1,,,5
SBT005_0250,2,1,2,1,4,5,2,0,0.6801943153,1,1,0,0,0,0,0,3,4,0,0,5,5,,,,,0,,,3
SBT005_0251,4,0,3,1,4,5,5,1,1.0474992456,0,4,1,2,,1,,3,,0,,3,,,,,,,,,
SBT005_0252,1,0,1,1,4,4,3,1,0.6557362064,1,1,1,1,0,0,1,2,2,0,0,3,97,,,,,0,,,1
SBT005_0253,1,0,3,1,5,2,2,0,0.6557362064,1,3,1,1,1,1,1,4,4,0,0,3,3,4,5,5,3,0,,,4
SBT005_0254,1,0,2,0,1,3,1,1,1.1657532558,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_0255,2,1,1,0,2,4,1,0,1.2188097233,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_0256,3,0,1,0,4,4,5,1,1.6623641428,1,1,0,0,1,1,1,5,5,1,0,4,4,4,2,4,1,1,,,4
SBT005_0257,2,0,1,0,1,3,2,1,1.2188097233,0,4,0,0,,0,,2,,0,,4,,,,,,,,,
SBT005_0258,1,0,2,1,5,4,4,1,0.6557362064,1,3,1,3,1,0,1,3,3,0,0,4,3,4,5,5,1,1,,,5
SBT005_0259,3,0,3,1,5,2,3,0,0.9404938575,1,4,0,0,0,1,1,2,97,0,0,3,3,,,,,0,,,5
SBT005_0260,2,0,1,0,5,3,5,0,1.2188097233,1,2,0,0,0,0,1,4,4,0,0,2,4,,,,,1,,,5
SBT005_0261,4,0,3,0,2,2,4,1,1.9875626711,1,1,0,0,0,0,0,2,2,0,0,2,1,,,,,0,,,2
SBT005_0262,1,0,2,0,3,1,5,0,1.1657532558,1,1,1,2,1,1,1,5,5,1,1,1,2,5,4,4,2,1,4,4,4
SBT005_0263,2,0,1,1,4,4,3,1,0.6801943153,1,4,0,0,97,0,0,4,4,0,0,5,4,,,,,0,,,4
SBT005_0264,4,0,1,1,4,3,4,1,1.0474992456,1,4,1,2,1,0,1,4,3,0,0,3,4,5,4,5,3,0,,,4
SBT005_0265,2,1,1,0,5,3,6,1,1.2188097233,1,2,1,3,1,0,1,2,3,0,0,3,3,5,5,5,1,1,,,4
SBT005_0266,4,0,3,1,3,4,2,0,1.0474992456,1,1,0,0,0,0,0,3,4,0,0,5,5,,,,,0,,,3
SBT005_0267,2,1,3,1,1,1,3,1,0.6801943153,1,3,0,0,0,1,97,1,2,0,0,1,3,,,,,0,,,4
SBT005_0268,1,0,3,1,1,2,3,0,0.6557362064,1,2,0,0,0,0,0,2,2,0,0,3,2,,,,,0,,,3
SBT005_0269,2,1,3,0,3,5,5,1,1.2188097233,1,3,1,2,0,0,0,3,2,0,0,4,5,,,,,0,,,1
SBT005_0270,1,0,1,1,4,2,3,1,0.6557362064,1,4,1,2,0,1,1,2,2,1,1,2,4,,,,,0,1,2,4
SBT005_0271,3,0,1,0,4,3,4,0,1.6623641428,0,4,1,4,,1,,3,,0,,3,,,,,,,,,
SBT005_0272,1,0,1,0,2,2,3,1,1.1657532558,1,2,0,0,97,0,0,1,1,0,0,3,2,,,,,0,,,5
SBT005_0273,2,1,3,1,4,5,1,0,0.6801943153,1,2,0,0,0,1,1,97,97,0,0,5,5,,,,,0,,,4
SBT005_0274,3,1,1,1,5,4,2,1,0.9404938575,1,2,1,1,1,1,1,5,5,1,1,5,4,3,4,5,1,1,4,4,4
SBT005_0275,2,1,1,0,2,2,3,1,1.2188097233,1,2,0,0,0,1,1,3,3,0,0,1,1,,,,,0,,,2
SBT005_0276,1,1,1,0,2,2,3,1,1.1657532558,1,4,1,3,0,99,0,98,1,0,0,3,3,,,,,99,,,4
SBT005_0277,3,0,2,1,4,3,4,1,0.9404938575,0,4,1,3,,0,,3,,0,,4,,,,,,,,,
SBT005_0278,1,0,1,0,1,1,2,0,1.1657532558,1,2,0,0,0,0,0,1,2,0,0,3,2,,,,,0,,,5
SBT005_0279,1,0,1,1,3,1,2,0,0.6557362064,1,2,0,0,0,0,0,1,1,0,0,1,1,,,,,0,,,4
SBT005_0280,1,0,1,0,1,4,1,1,1.1657532558,1,1,0,0,0,1,1,1,1,0,0,4,4,,,,,0,,,3
SBT005_0281,1,0,1,0,3,1,5,0,1.1657532558,1,3,0,0,0,0,0,1,1,0,0,1,2,,,,,0,,,3
SBT005_0282,2,0,2,1,4,5,4,0,0.6801943153,0,4,0,0,,1,,2,,0,,3,,,,,,,,,
SBT005_0283,4,0,3,0,2,4,2,1,1.9875626711,1,3,1,1,0,0,1,1,3,0,0,4,5,,,,,0,,,1
SBT005_0284,2,1,1,1,2,5,3,0,0.6801943153,0,4,0,0,,0,,1,,0,,5,,,,,,,,,
SBT005_0285,3,1,3,0,1,5,0,1,1.6623641428,0,4,0,0,,0,,98,,0,,5,,,,,,,,,
SBT005_0286,4,0,1,0,2,3,98,1,1.9875626711,1,3,1,1,0,0,1,1,1,0,0,3,3,,,,,0,,,2
SBT005_0287,2,1,1,1,5,3,3,0,0.6801943153,1,1,0,0,0,0,0,1,1,0,0,4,2,,,,,0,,,4
SBT005_0288,2,1,3,1,4,97,2,0,0.6801943153,0,4,1,3,,1,,98,,0,,5,,,,,,,,,
SBT005_0289,3,1,1,0,2,5,2,0,1.6623641428,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_0290,2,0,3,1,3,1,2,0,0.6801943153,1,1,0,0,1,1,1,3,3,0,0,3,1,5,4,4,3,0,,,5
SBT005_0291,1,0,1,1,5,3,4,1,0.6557362064,1,3,1,1,97,0,1,5,5,0,0,3,3,,,,,0,,,4
SBT005_0292,2,1,3,0,4,5,6,0,1.2188097233,1,4,1,2,1,0,1,3,4,0,0,5,5,5,4,5,3,1,,,4
SBT005_0293,3,0,3,0,97,1,2,1,1.6623641428,1,3,0,0,0,0,0,2,3,0,0,1,1,,,,,0,,,3
SBT005_0294,2,1,1,0,2,4,3,1,1.2188097233,0,4,0,0,,1,,1,,0,,3,,,,,,,,,
SBT005_0295,4,0,3,0,5,5,5,1,1.9875626711,1,3,1,2,1,1,1,3,4,0,0,5,5,5,5,4,3,0,,,3
SBT005_0296,2,1,2,1,3,5,2,0,0.6801943153,1,2,0,0,0,0,0,2,2,0,0,5,5,,,,,0,,,2
SBT005_0297,2,1,2,1,5,3,5,1,0.6801943153,1,1,0,0,0,1,1,2,2,0,0,3,2,,,,,0,,,4
SBT005_0298,2,1,2,1,5,5,3,1,0.6801943153,1,1,1,4,1,0,1,3,4,0,0,5,5,5,5,4,1,0,,,3
SBT005_0299,4,0,3,1,5,5,3,1,1.0474992456,0,4,1,4,,1,,4,,0,,3,,,,,,,,,
SBT005_0300,1,0,1,1,2,3,3,1,0.6557362064,1,2,1,3,1,0,0,2,3,0,0,4,3,4,5,3,1,1,,,3
SBT005_0301,2,1,2,0,4,2,6,1,1.2188097233,1,4,1,3,1,1,98,4,3,0,0,1,3,3,3,3,1,0,,,3
SBT005_0302,2,0,1,0,2,1,3,0,1.2188097233,1,2,0,0,0,0,0,2,2,0,0,2,2,,,,,0,,,3
SBT005_0303,2,0,1,0,2,3,3,0,1.2188097233,0,4,1,4,,97,,2,,0,,97,,,,,,,,,
SBT005_0304,2,0,1,1,4,2,4,1,0.6801943153,1,2,1,2,1,1,97,4,4,0,0,3,4,5,4,5,99,1,,,5
SBT005_0305,3,0,1,0,3,2,3,0,1.6623641428,1,2,0,0,97,0,0,1,2,0,0,4,3,,,,,0,,,1
SBT005_0306,2,0,2,1,4,2,5,0,0.6801943153,1,1,0,0,1,1,1,3,4,0,0,1,3,4,5,4,1,1,,,5
SBT005_0307,3,0,3,1,5,2,5,0,0.9404938575,1,1,0,0,0,1,99,5,5,1,1,2,2,,,,,0,3,5,5
SBT005_0308,2,1,1,0,3,4,3,0,1.2188097233,1,3,0,0,0,0,0,3,3,0,0,5,4,,,,,0,,,97
SBT005_0309,1,1,2,1,3,3,2,1,0.6557362064,1,1,1,4,1,0,0,3,2,0,0,4,1,3,4,3,1,0,,,5
SBT005_0310,2,0,1,0,3,4,2,0,1.2188097233,0,4,0,0,,0,,3,,0,,3,,,,,,,,,
SBT005_0311,1,0,1,1,5,4,7,0,0.6557362064,1,2,1,1,1,1,1,4,4,1,1,4,5,5,4,5,2,1,4,5,4
SBT005_0312,2,1,1,1,4,3,1,1,0.6801943153,1,1,1,3,1,0,1,3,4,0,0,99,2,5,4,5,2,1,,,2
SBT005_0313,3,0,1,1,3,1,3,1,0.9404938575,0,4,1,2,,0,,2,,0,,1,,,,,,,,,
SBT005_0314,1,0,2,0,1,4,2,0,1.1657532558,0,4,0,0,,0,,1,,0,,5,,,,,,,,,
SBT005_0315,2,0,1,1,5,3,5,0,0.6801943153,1,2,1,3,1,1,1,3,3,0,0,4,3,5,5,98,2,1,,,4
SBT005_0316,2,1,2,1,3,4,97,0,0.6801943153,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_0317,1,0,3,1,5,3,6,1,0.6557362064,1,1,1,3,1,0,1,4,5,0,0,2,3,5,5,5,1,1,,,5
SBT005_0318,2,1,2,1,4,4,4,0,0.6801943153,1,2,0,0,1,0,1,3,4,0,0,3,3,3,4,4,97,1,,,3
SBT005_0319,3,0,1,0,4,2,5,0,1.6623641428,1,2,0,0,0,0,0,1,1,0,0,2,2,,,,,0,,,3
SBT005_0320,2,1,1,0,4,2,4,1,1.2188097233,1,1,1,2,1,0,0,3,3,0,0,3,1,5,5,3,2,0,,,2
SBT005_0321,2,1,1,1,4,5,2,1,0.6801943153,0,4,1,1,,0,,5,,0,,5,,,,,,,,,
SBT005_0322,4,0,3,1,2,3,3,0,1.0474992456,1,1,0,0,0,1,1,4,3,1,1,5,3,,,,,0,98,4,4
SBT005_0323,1,0,1,0,1,4,4,1,1.1657532558,1,1,1,2,0,0,0,3,3,0,0,4,3,,,,,0,,,4
SBT005_0324,2,0,1,0,3,3,4,1,1.2188097233,1,2,0,0,0,0,0,1,1,98,0,4,3,,,,,0,,,3
SBT005_0325,2,1,1,0,3,5,2,0,1.2188097233,0,4,0,0,,1,,4,,0,,4,,,,,,,,,
SBT005_0326,2,1,3,1,5,2,2,0,0.6801943153,1,1,1,1,1,1,1,2,4,0,0,1,3,3,2,3,4,0,,,3
SBT005_0327,1,0,1,1,1,2,3,1,0.6557362064,1,1,1,3,1,0,0,2,2,0,0,2,2,4,3,2,1,0,,,3
SBT005_0328,2,0,2,1,2,2,2,0,0.6801943153,1,2,0,0,0,0,0,1,1,0,0,1,2,,,,,0,,,2
SBT005_0329,2,1,2,1,5,5,3,0,0.6801943153,1,2,1,3,0,0,0,4,3,0,0,5,97,,,,,0,,,5
SBT005_0330,2,0,1,0,4,2,2,0,1.2188097233,0,4,0,0,,0,,1,,0,,3,,,,,,,,,
SBT005_0331,2,0,1,1,4,1,4,0,0.6801943153,1,1,0,0,1,0,0,2,2,0,0,2,2,3,4,3,1,0,,,5
SBT005_0332,2,1,2,1,4,4,7,1,0.6801943153,1,1,1,2,1,0,0,3,4,0,0,5,4,4,4,5,1,0,,,3
SBT005_0333,3,0,1,0,3,5,5,0,1.6623641428,1,2,0,0,0,97,1,5,5,0,0,4,5,,,,,0,,,1
SBT005_0334,2,1,2,1,4,5,2,0,0.6801943153,0,4,0,0,,0,,2,,0,,5,,,,,,,,,
SBT005_0335,1,0,2,1,3,3,2,0,0.6557362064,1,1,0,0,0,1,1,3,3,0,0,4,4,,,,,97,,,2
SBT005_0336,2,0,2,1,5,2,3,1,0.6801943153,0,4,1,2,,0,,2,,0,,3,,,,,,,,,
SBT005_0337,3,0,3,0,5,5,4,0,1.6623641428,1,1,0,0,0,0,1,3,3,0,0,4,5,,,,,0,,,2
SBT005_0338,3,1,1,0,1,4,1,0,1.6623641428,1,3,0,0,0,1,1,3,2,1,1,5,4,,,,,0,1,3,97
SBT005_0339,2,1,1,1,2,2,1,0,0.6801943153,1,3,1,1,1,1,1,3,3,0,0,4,2,98,3,3,3,1,,,5
SBT005_0340,2,0,3,1,3,98,4,1,0.6801943153,1,1,1,2,1,0,97,3,3,0,0,5,4,4,3,5,1,1,,,3
SBT005_0341,3,0,1,0,2,3,1,1,1.6623641428,1,2,1,4,1,1,1,1,1,0,0,3,3,3,3,3,3,0,,,4
SBT005_0342,1,0,1,0,2,4,3,1,1.1657532558,0,4,1,3,,1,,3,,0,,3,,,,,,,,,
SBT005_0343,2,1,1,0,2,3,3,0,1.2188097233,1,2,0,0,0,0,0,1,1,0,0,3,3,,,,,0,,,3
SBT005_0344,1,1,3,1,4,2,1,0,0.6557362064,1,1,1,2,1,1,1,3,2,0,0,3,3,3,3,3,2,99,,,2
SBT005_0345,2,1,1,0,3,3,3,1,1.2188097233,0,4,0,0,,0,,2,,0,,4,,,,,,,,,
SBT005_0346,2,1,1,1,4,5,1,0,0.6801943153,1,1,1,1,1,0,1,5,3,0,0,4,5,5,5,97,3,0,,,1
SBT005_0347,2,1,1,1,4,3,5,1,0.6801943153,1,2,1,4,0,1,1,1,1,0,0,4,4,,,,,0,,,3
SBT005_0348,2,0,1,0,4,3,3,0,1.2188097233,1,1,1,3,1,0,1,3,4,97,0,3,4,5,5,4,1,0,,,4
SBT005_0349,2,1,2,1,4,5,3,0,0.6801943153,1,3,0,0,0,0,0,3,3,0,0,5,5,,,,,0,,,5
SBT005_0350,4,1,1,1,5,5,3,1,1.0474992456,0,4,1,3,,0,,2,,0,,5,,,,,,,,,
SBT005_0351,2,0,1,1,5,4,99,0,0.6801943153,1,4,0,0,0,0,0,3,3,0,0,4,3,,,,,0,,,2
SBT005_0352,1,1,2,0,5,5,5,1,1.1657532558,1,1,1,2,1,1,0,4,4,1,0,3,5,3,4,97,1,1,,,3
SBT005_0353,2,1,1,1,4,4,4,0,0.6801943153,1,2,1,2,1,0,1,5,5,0,0,4,4,2,3,4,3,1,,,5
SBT005_0354,2,1,1,1,4,3,5,0,0.6801943153,1,1,0,0,0,0,0,3,2,0,0,4,3,,,,,0,,,3
SBT005_0355,1,0,1,1,4,97,3,0,0.6557362064,0,4,0,0,,0,,5,,0,,5,,,,,,,,,
SBT005_0356,1,0,2,1,97,3,3,0,0.6557362064,1,1,0,0,0,0,0,2,2,0,0,4,4,,,,,0,,,4
SBT005_0357,2,1,2,0,1,3,2,1,1.2188097233,0,4,1,1,,0,,1,,0,,3,,,,,,,,,
SBT005_0358,2,0,1,0,2,2,3,1,1.2188097233,1,1,0,0,0,0,0,1,2,0,0,2,2,,,,,0,,,3
SBT005_0359,4,0,1,1,4,3,4,1,1.0474992456,0,4,1,3,,0,,4,,0,,1,,,,,,,,,
SBT005_0360,1,0,3,1,3,3,97,0,0.6557362064,1,2,0,0,0,0,0,3,4,0,97,4,4,,,,,0,,,2
SBT005_0361,2,1,2,1,5,3,4,0,0.6801943153,1,2,1,3,1,1,1,3,3,1,1,3,1,5,5,4,2,1,4,3,2
SBT005_0362,3,0,2,1,1,2,4,0,0.9404938575,1,1,0,0,0,0,0,1,1,0,0,1,2,,,,,0,,,4
SBT005_0363,1,0,3,1,3,1,4,1,0.6557362064,0,4,0,0,,0,,1,,0,,1,,,,,,,,,
SBT005_0364,2,1,3,1,5,3,5,0,0.6801943153,1,4,1,2,1,1,1,4,4,0,0,3,2,5,4,4,3,1,,,3
SBT005_0365,3,0,1,0,5,4,5,1,1.6623641428,1,1,1,2,1,0,1,3,3,0,0,3,3,5,5,5,1,0,,,3
SBT005_0366,3,0,2,0,4,4,3,1,1.6623641428,1,1,0,0,97,0,0,4,4,0,0,4,3,,,,,0,,,3
SBT005_0367,1,0,3,1,4,2,6,1,0.6557362064,0,4,1,4,,0,,2,,0,,4,,,,,,,,,
SBT005_0368,1,1,2,1,5,5,5,0,0.6557362064,1,1,1,3,1,1,1,97,4,0,0,5,4,5,5,4,2,0,,,3
SBT005_0369,2,0,1,1,1,1,1,0,0.6801943153,1,4,0,0,0,0,0,1,1,0,0,2,3,,,,,0,,,1
SBT005_0370,4,0,3,0,1,3,2,1,1.9875626711,1,1,0,0,0,1,1,1,1,97,0,4,3,,,,,0,,,2
SBT005_0371,1,1,1,0,4,4,4,0,1.1657532558,1,4,1,3,1,0,1,3,3,0,0,4,3,5,4,4,98,0,,,5
SBT005_0372,2,1,2,1,5,3,5,0,0.6801943153,1,1,0,0,0,0,1,5,97,0,1,2,4,,,,,1,3,5,5
SBT005_0373,1,0,2,1,3,5,2,0,0.6557362064,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,2
SBT005_0374,3,0,1,0,1,2,2,1,1.6623641428,1,3,1,2,0,0,1,97,2,0,0,3,4,,,,,0,,,3
SBT005_0375,2,1,1,1,5,2,4,1,0.6801943153,1,2,1,2,1,0,0,3,3,0,0,2,2,5,5,5,1,0,,,4
SBT005_0376,3,0,2,1,2,5,3,1,0.9404938575,1,2,1,2,1,0,1,3,3,0,0,5,5,5,4,3,2,1,,,4
SBT005_0377,2,1,1,1,3,1,4,1,0.6801943153,1,4,1,1,97,1,1,2,2,0,0,2,1,,,,,0,,,3
SBT005_0378,1,1,3,1,5,5,3,1,0.6557362064,0,4,1,4,,1,,4,,0,,5,,,,,,,,,
SBT005_0379,1,0,2,1,3,5,0,1,0.6557362064,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,2
SBT005_0380,2,0,1,1,4,4,1,0,0.6801943153,1,2,1,2,0,1,1,4,4,0,0,4,5,,,,,1,,,3
SBT005_0381,2,1,2,0,2,1,1,1,1.2188097233,1,1,0,0,0,0,0,4,4,0,0,2,1,,,,,1,,,4
SBT005_0382,2,1,1,1,1,1,4,1,0.6801943153,1,1,1,2,0,1,1,4,97,0,0,1,2,,,,,0,,,2
SBT005_0383,1,0,1,1,4,3,4,0,0.6557362064,1,3,0,0,0,1,1,2,3,0,1,3,2,,,,,1,2,5,4
SBT005_0384,1,0,1,1,3,2,4,0,0.6557362064,1,1,0,0,1,0,0,1,1,0,0,3,2,5,5,4,1,0,,,4
SBT005_0385,2,1,1,1,4,3,4,1,0.6801943153,1,1,1,2,1,1,1,5,5,0,1,3,4,4,3,5,2,0,3,5,4
SBT005_0386,2,1,1,1,5,2,6,1,0.6801943153,1,2,1,2,1,0,1,3,4,0,0,1,3,5,5,97,97,0,,,4
SBT005_0387,1,1,1,1,5,3,3,0,0.6557362064,1,3,1,1,0,1,1,3,3,1,1,1,5,,,,,0,6,3,4
SBT005_0388,2,1,1,0,3,5,2,1,1.2188097233,0,4,1,2,,0,,4,,0,,5,,,,,,,,,
SBT005_0389,2,1,1,0,3,5,0,0,1.2188097233,1,4,0,0,1,0,0,4,3,0,0,5,5,5,4,5,4,0,,,4
SBT005_0390,2,0,1,1,3,1,5,1,0.6801943153,1,2,1,3,0,1,1,3,4,0,0,2,2,,,,,0,,,5
SBT005_0391,2,1,1,1,3,4,3,1,0.6801943153,1,2,1,3,0,0,0,2,2,0,0,5,3,,,,,0,,,3
SBT005_0392,3,0,3,0,1,3,2,1,1.6623641428,0,4,0,0,,1,,2,,0,,2,,,,,,,,,
SBT005_0393,1,0,3,1,5,2,5,1,0.6557362064,1,1,1,2,1,1,1,4,4,0,0,1,3,3,3,2,1,1,,,5
SBT005_0394,2,0,1,1,2,3,0,1,0.6801943153,1,2,0,0,0,0,1,2,97,0,0,4,3,,,,,0,,,2
SBT005_0395,2,0,1,1,5,1,2,0,0.6801943153,1,4,1,2,1,0,0,3,4,0,0,1,2,3,4,1,1,0,,,5
SBT005_0396,2,1,2,1,4,4,4,0,0.6801943153,0,4,0,0,,0,,3,,0,,4,,,,,,,,,
SBT005_0397,3,0,1,0,5,3,5,0,1.6623641428,1,2,0,0,0,0,0,5,4,0,0,4,3,,,,,1,,,5
SBT005_0398,1,0,2,0,4,2,6,0,1.1657532558,1,4,1,1,1,1,0,4,4,0,0,1,1,5,5,5,2,1,,,5
SBT005_0399,2,1,1,1,4,3,6,0,0.6801943153,1,3,1,1,1,0,1,3,3,0,0,3,1,5,5,5,4,0,,,2
SBT005_0400,3,0,1,0,97,1,0,0,1.6623641428,1,4,0,0,0,0,0,1,1,0,0,2,1,,,,,0,,,5
SBT005_0401,3,1,1,0,2,3,4,0,1.6623641428,1,3,0,0,1,0,0,2,2,97,0,97,3,4,2,4,2,0,,,4
SBT005_0402,2,1,3,0,3,2,3,1,1.2188097233,1,3,0,0,0,0,0,4,4,0,0,3,2,,,,,0,,,3
SBT005_0403,2,0,1,1,5,1,5,0,0.6801943153,1,2,1,2,1,1,1,5,4,0,0,1,1,5,5,5,2,1,,,5
SBT005_0404,2,0,1,1,4,5,2,0,0.6801943153,1,2,0,0,0,0,0,2,2,0,0,5,5,,,,,1,,,3
SBT005_0405,1,0,3,1,5,3,6,0,0.6557362064,1,3,1,2,1,0,1,3,4,0,0,3,3,5,5,5,4,0,,,4
SBT005_0406,2,0,1,1,5,3,4,0,0.6801943153,1,2,0,0,98,1,1,3,3,1,1,2,1,,,,,0,3,5,5
SBT005_0407,3,0,1,0,3,3,2,1,1.6623641428,1,3,1,1,1,0,0,3,4,0,0,3,4,4,4,4,97,0,,,3
SBT005_0408,4,0,1,0,5,5,3,0,1.9875626711,1,1,1,3,1,1,1,5,99,1,1,5,5,3,4,4,4,0,4,4,2
