respondent_id,age_band,household_children,budget_band,meal_planning_role,weekday_time_pressure_5,current_planning_method,digital_confidence_5,plan_ahead_days_7,subscription_spend_band,household_size_band,design_stratum,wt_design,assigned_price_arm,assigned_price_gbp,postprice_responded,intent_5,value_5,fit_5,affordability_5,ease_5,trust_5,differentiation_5,certainty_5,primary_use_goal,anticipated_use_days_7,reason_not_commit,time_pressed_family
SBT006_0161,2,0,1,1,4,2,4,4,1,1,4,1.49634981333414,1,4,1,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,0
SBT006_0162,1,1,1,1,4,1,3,4,1,4,1,0.725502939798371,3,10,1,4.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,4.0,,1
SBT006_0163,4,0,3,1,97,1,3,5,1,2,6,0.99756654222276,1,4,1,4.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,1.0,6.0,,0
SBT006_0164,2,1,2,2,5,2,5,3,0,4,2,0.816190807273167,1,4,1,2.0,3.0,2.0,5.0,97.0,4.0,2.0,5.0,1.0,,2.0,1
SBT006_0165,2,0,2,1,2,1,4,6,3,1,5,1.24695817777845,4,13,1,4.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,,0
SBT006_0166,2,1,1,1,3,1,1,3,2,4,1,0.725502939798371,2,7,1,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,,2.0,0
SBT006_0167,4,0,1,2,5,5,4,2,1,1,4,1.49634981333414,3,10,1,2.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,,3.0,0
SBT006_0168,4,0,2,1,2,4,5,5,2,1,5,1.24695817777845,2,7,1,4.0,97.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,,0
SBT006_0169,2,1,1,2,5,2,4,2,1,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,6.0,,1
SBT006_0170,1,1,1,1,5,3,3,5,2,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,6.0,,1
SBT006_0171,2,1,2,1,5,4,5,5,3,4,2,0.816190807273167,3,10,1,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,,1
SBT006_0172,2,1,2,1,4,5,2,1,1,4,2,0.816190807273167,3,10,1,2.0,4.0,3.0,3.0,3.0,99.0,5.0,3.0,1.0,,3.0,1
SBT006_0173,2,1,1,1,5,2,2,2,1,4,1,0.725502939798371,3,10,1,3.0,97.0,3.0,2.0,5.0,4.0,2.0,5.0,97.0,3.0,5.0,1
SBT006_0174,3,0,2,1,5,1,4,3,2,2,5,1.24695817777845,3,10,1,1.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,1.0,,1.0,0
SBT006_0175,2,1,1,1,5,2,4,3,1,3,1,0.725502939798371,3,10,1,2.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,,1.0,1
SBT006_0176,1,0,2,1,3,2,4,6,3,1,5,1.24695817777845,2,7,1,3.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,3.0,0
SBT006_0177,2,1,2,1,5,2,3,2,2,3,2,0.816190807273167,2,7,1,5.0,5.0,5.0,5.0,97.0,5.0,4.0,5.0,3.0,3.0,,1
SBT006_0178,2,0,2,1,1,3,3,5,2,2,5,1.24695817777845,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,,0
SBT006_0179,4,0,3,1,2,4,2,3,2,1,6,0.99756654222276,1,4,1,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,,0
SBT006_0180,3,0,2,1,3,5,5,4,1,2,5,1.24695817777845,2,7,1,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,,3.0,0
SBT006_0181,2,1,2,1,5,1,5,3,1,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,4.0,3.0,5.0,97.0,99.0,5.0,,1
SBT006_0182,3,0,3,1,4,3,2,2,3,1,6,0.99756654222276,2,7,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,6.0,,0
SBT006_0183,1,0,2,1,1,3,4,2,1,2,5,1.24695817777845,4,13,1,2.0,3.0,3.0,5.0,5.0,1.0,4.0,5.0,0.0,,1.0,0
SBT006_0184,1,0,2,1,3,5,4,4,2,2,5,1.24695817777845,1,4,1,2.0,5.0,3.0,5.0,3.0,4.0,3.0,98.0,1.0,,4.0,0
SBT006_0185,3,1,3,2,4,4,5,2,3,4,3,0.74817490666707,4,13,1,4.0,5.0,5.0,3.0,4.0,3.0,1.0,5.0,1.0,6.0,,1
SBT006_0186,2,1,3,1,5,3,2,5,3,3,3,0.74817490666707,1,4,1,5.0,5.0,4.0,5.0,5.0,97.0,3.0,5.0,3.0,5.0,,1
SBT006_0187,4,0,2,2,2,3,4,97,0,2,5,1.24695817777845,3,10,1,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,,1.0,0
SBT006_0188,2,1,2,1,5,2,4,2,1,4,2,0.816190807273167,1,4,1,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,0.0,5.0,,1
SBT006_0189,3,1,1,2,5,2,2,3,2,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,97.0,5.0,,1
SBT006_0190,2,1,1,1,5,2,4,4,2,4,1,0.725502939798371,4,13,1,97.0,3.0,3.0,2.0,5.0,4.0,1.0,,1.0,,,1
SBT006_0191,2,1,1,1,5,5,2,2,1,3,1,0.725502939798371,3,10,1,1.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,1.0,,6.0,1
SBT006_0192,1,1,2,1,5,2,5,2,2,4,2,0.816190807273167,4,13,1,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,,1
SBT006_0193,3,0,3,2,2,2,5,4,2,1,6,0.99756654222276,2,7,1,4.0,5.0,98.0,3.0,3.0,5.0,3.0,4.0,0.0,2.0,,0
SBT006_0194,2,0,3,1,5,4,4,4,3,1,6,0.99756654222276,3,10,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,,0
SBT006_0195,1,0,3,2,2,4,5,4,3,1,6,0.99756654222276,3,10,0,,,,,,,,,,,,0
SBT006_0196,1,0,3,2,5,1,4,5,1,2,6,0.99756654222276,4,13,1,1.0,1.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,,1.0,0
SBT006_0197,2,1,1,1,5,4,5,2,3,4,1,0.725502939798371,4,13,1,3.0,5.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,7.0,2.0,1
SBT006_0198,2,0,1,1,5,2,5,3,2,2,4,1.49634981333414,2,7,1,4.0,97.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,,0
SBT006_0199,2,0,1,1,5,3,5,2,0,2,4,1.49634981333414,2,7,1,97.0,4.0,3.0,3.0,5.0,5.0,3.0,,3.0,,,0
SBT006_0200,2,0,1,2,5,2,3,4,0,1,4,1.49634981333414,1,4,1,97.0,3.0,3.0,4.0,3.0,1.0,4.0,,1.0,,,0
SBT006_0201,2,1,1,1,3,3,1,3,2,3,1,0.725502939798371,3,10,1,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,0.0,,2.0,0
SBT006_0202,2,1,1,2,5,4,2,3,2,3,1,0.725502939798371,4,13,1,1.0,4.0,3.0,1.0,2.0,3.0,3.0,5.0,2.0,,99.0,1
SBT006_0203,1,0,2,1,2,1,4,7,0,2,5,1.24695817777845,2,7,1,2.0,4.0,4.0,4.0,5.0,97.0,2.0,5.0,1.0,,3.0,0
SBT006_0204,4,0,3,2,4,3,5,3,1,1,6,0.99756654222276,4,13,1,2.0,5.0,2.0,4.0,97.0,4.0,1.0,4.0,4.0,,1.0,0
SBT006_0205,4,1,2,2,5,2,4,4,1,4,2,0.816190807273167,1,4,1,4.0,97.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,,1
SBT006_0206,2,0,2,2,3,1,2,2,3,2,5,1.24695817777845,2,7,1,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,,0
SBT006_0207,4,0,2,1,4,4,5,5,2,2,5,1.24695817777845,4,13,1,97.0,3.0,4.0,2.0,4.0,2.0,4.0,,3.0,,,0
SBT006_0208,1,1,2,2,5,3,3,4,3,3,2,0.816190807273167,4,13,1,1.0,3.0,3.0,99.0,3.0,5.0,4.0,5.0,1.0,,6.0,1
SBT006_0209,2,1,1,2,3,2,97,5,1,3,1,0.725502939798371,4,13,1,1.0,1.0,1.0,2.0,4.0,3.0,2.0,5.0,0.0,,1.0,0
SBT006_0210,4,0,1,2,3,2,5,4,2,1,4,1.49634981333414,1,4,1,1.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,3.0,,2.0,0
SBT006_0211,3,0,2,1,4,1,4,1,0,2,5,1.24695817777845,2,7,1,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,,0
SBT006_0212,4,0,3,2,5,2,4,4,3,2,6,0.99756654222276,3,10,0,,,,,,,,,,,,0
SBT006_0213,3,0,2,1,4,2,5,4,1,1,5,1.24695817777845,2,7,1,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,,0
SBT006_0214,2,0,2,1,3,2,2,2,2,1,5,1.24695817777845,1,4,1,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,,0
SBT006_0215,2,0,2,1,3,1,4,2,1,2,5,1.24695817777845,2,7,1,1.0,2.0,3.0,97.0,4.0,97.0,1.0,5.0,1.0,,2.0,0
SBT006_0216,2,0,3,2,3,2,2,4,0,2,6,0.99756654222276,2,7,1,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,1.0,4.0,,0
SBT006_0217,2,1,2,1,98,3,5,5,2,4,2,0.816190807273167,1,4,1,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,,97
SBT006_0218,3,0,3,1,4,2,3,2,3,1,6,0.99756654222276,3,10,1,97.0,3.0,2.0,3.0,4.0,4.0,3.0,,4.0,,,0
SBT006_0219,2,0,2,2,4,3,3,5,3,2,5,1.24695817777845,2,7,1,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,,2.0,0
SBT006_0220,2,1,2,2,3,3,2,4,2,3,2,0.816190807273167,4,13,1,97.0,1.0,2.0,2.0,3.0,97.0,3.0,,0.0,,,0
SBT006_0221,1,1,1,1,97,3,5,4,2,3,1,0.725502939798371,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,6.0,,97
SBT006_0222,2,0,3,1,5,4,4,4,3,1,6,0.99756654222276,3,10,1,2.0,4.0,4.0,3.0,97.0,97.0,3.0,3.0,4.0,,5.0,0
SBT006_0223,2,0,1,1,3,1,4,5,1,1,4,1.49634981333414,2,7,0,,,,,,,,,,,,0
SBT006_0224,4,0,3,2,1,1,1,2,3,2,6,0.99756654222276,2,7,1,97.0,5.0,5.0,5.0,5.0,4.0,3.0,,4.0,,,0
SBT006_0225,2,0,3,2,5,4,5,4,2,1,6,0.99756654222276,4,13,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,6.0,,0
SBT006_0226,1,0,2,2,1,1,5,6,3,1,5,1.24695817777845,2,7,1,1.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,,5.0,0
SBT006_0227,1,1,1,1,2,2,5,4,1,3,1,0.725502939798371,3,10,1,1.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0,,3.0,0
SBT006_0228,2,1,1,1,5,2,5,1,98,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,,1
SBT006_0229,2,0,1,1,4,2,4,6,0,2,4,1.49634981333414,3,10,1,97.0,3.0,2.0,3.0,4.0,4.0,2.0,,97.0,,,0
SBT006_0230,3,0,3,1,1,4,5,6,1,1,6,0.99756654222276,1,4,1,98.0,5.0,5.0,4.0,5.0,5.0,2.0,,4.0,,,0
SBT006_0231,1,0,1,1,4,2,4,2,2,2,4,1.49634981333414,2,7,1,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,6.0,2.0,0
SBT006_0232,2,0,3,2,4,4,4,4,2,1,6,0.99756654222276,3,10,1,4.0,5.0,3.0,5.0,2.0,2.0,97.0,4.0,2.0,3.0,,0
SBT006_0233,1,1,2,1,5,1,4,4,2,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,,1
SBT006_0234,2,1,3,1,4,3,2,2,0,4,3,0.74817490666707,3,10,1,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,,1
SBT006_0235,2,1,3,2,4,4,4,2,98,4,3,0.74817490666707,4,13,1,4.0,99.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,6.0,,1
SBT006_0236,2,1,1,2,5,2,4,4,2,3,1,0.725502939798371,2,7,1,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,,1
SBT006_0237,2,0,1,1,5,5,4,3,0,1,4,1.49634981333414,4,13,0,,,,,,,,,,,,0
SBT006_0238,1,0,2,2,3,3,3,2,3,1,5,1.24695817777845,4,13,1,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,,3.0,0
SBT006_0239,1,1,2,1,5,2,4,3,1,4,2,0.816190807273167,1,4,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,1
SBT006_0240,4,0,3,2,4,4,5,2,1,1,6,0.99756654222276,1,4,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,,0
SBT006_0241,2,0,1,1,2,1,3,97,2,2,4,1.49634981333414,3,10,1,2.0,5.0,2.0,3.0,4.0,5.0,97.0,5.0,4.0,,1.0,0
SBT006_0242,4,0,2,2,3,1,2,4,2,2,5,1.24695817777845,1,4,1,3.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,0
SBT006_0243,1,0,2,2,1,1,4,4,1,2,5,1.24695817777845,3,10,1,1.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,2.0,,5.0,0
SBT006_0244,2,1,1,2,5,2,2,3,1,4,1,0.725502939798371,1,4,1,5.0,5.0,4.0,2.0,98.0,5.0,5.0,5.0,2.0,6.0,,1
SBT006_0245,1,1,2,1,4,1,4,2,0,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,,1
SBT006_0246,1,0,3,2,2,1,5,5,2,2,6,0.99756654222276,2,7,1,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,,0
SBT006_0247,1,0,2,2,1,1,4,3,0,1,5,1.24695817777845,1,4,1,5.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,,0
SBT006_0248,4,0,2,1,2,2,5,5,1,2,5,1.24695817777845,3,10,1,3.0,3.0,3.0,3.0,5.0,99.0,3.0,4.0,4.0,3.0,1.0,0
SBT006_0249,1,0,3,1,3,1,5,3,1,2,6,0.99756654222276,4,13,1,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,,0
SBT006_0250,3,0,2,1,1,1,3,3,1,1,5,1.24695817777845,4,13,1,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,,0
SBT006_0251,1,1,1,2,5,2,4,2,1,4,1,0.725502939798371,4,13,1,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,6.0,1.0,1
SBT006_0252,1,0,1,1,2,5,3,4,2,1,4,1.49634981333414,3,10,1,1.0,1.0,1.0,3.0,4.0,3.0,2.0,5.0,0.0,,1.0,0
SBT006_0253,2,1,3,1,2,3,5,2,0,4,3,0.74817490666707,4,13,1,1.0,3.0,2.0,3.0,4.0,5.0,98.0,5.0,1.0,,2.0,0
SBT006_0254,2,0,3,1,1,5,2,5,0,1,6,0.99756654222276,3,10,1,5.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,,0
SBT006_0255,3,1,2,1,4,3,4,4,1,3,2,0.816190807273167,2,7,1,1.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,,2.0,1
SBT006_0256,1,1,2,2,4,2,5,3,1,4,2,0.816190807273167,2,7,1,4.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,,1
SBT006_0257,1,1,2,2,4,1,4,2,2,4,2,0.816190807273167,2,7,1,3.0,4.0,4.0,4.0,4.0,97.0,4.0,4.0,0.0,3.0,2.0,1
SBT006_0258,2,0,2,2,2,3,5,2,2,1,5,1.24695817777845,1,4,1,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,,0
SBT006_0259,2,1,3,1,5,4,4,4,3,3,3,0.74817490666707,4,13,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,,1
SBT006_0260,2,1,2,2,5,1,3,3,0,4,2,0.816190807273167,4,13,1,1.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,1.0,,1.0,1
SBT006_0261,3,0,2,1,98,5,3,2,1,1,5,1.24695817777845,3,10,1,97.0,2.0,2.0,2.0,4.0,4.0,1.0,,3.0,,,0
SBT006_0262,2,0,2,1,4,2,3,7,1,2,5,1.24695817777845,1,4,1,3.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,0
SBT006_0263,3,0,1,1,1,2,4,2,0,2,4,1.49634981333414,3,10,1,1.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,2.0,,3.0,0
SBT006_0264,3,1,1,1,4,3,2,3,1,4,1,0.725502939798371,3,10,1,1.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,,1.0,1
SBT006_0265,2,1,1,2,3,1,5,5,2,3,1,0.725502939798371,4,13,1,1.0,3.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,,1.0,0
SBT006_0266,4,0,3,2,2,3,2,98,2,1,6,0.99756654222276,2,7,1,4.0,97.0,2.0,97.0,2.0,2.0,1.0,4.0,4.0,3.0,,0
SBT006_0267,4,0,1,2,5,2,3,1,2,2,4,1.49634981333414,1,4,1,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,,0
SBT006_0268,2,0,1,2,5,2,3,1,2,2,4,1.49634981333414,1,4,1,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,0
SBT006_0269,3,1,3,1,5,1,4,2,3,4,3,0.74817490666707,2,7,1,5.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,1.0,4.0,,1
SBT006_0270,4,0,2,1,5,2,3,4,2,1,5,1.24695817777845,4,13,1,1.0,1.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,,2.0,0
SBT006_0271,1,0,2,1,2,1,4,6,0,2,5,1.24695817777845,3,10,1,4.0,3.0,4.0,5.0,2.0,4.0,97.0,5.0,4.0,1.0,,0
SBT006_0272,1,0,1,1,3,4,5,3,1,2,4,1.49634981333414,3,10,1,2.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,,3.0,0
SBT006_0273,1,1,2,1,5,1,2,1,1,4,2,0.816190807273167,3,10,1,2.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,1.0,,1.0,1
SBT006_0274,1,0,2,2,4,1,4,4,0,2,5,1.24695817777845,1,4,1,1.0,4.0,98.0,3.0,5.0,4.0,3.0,5.0,1.0,,3.0,0
SBT006_0275,1,0,3,1,5,1,98,3,3,1,6,0.99756654222276,2,7,1,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,0
SBT006_0276,2,1,1,2,5,2,3,1,0,4,1,0.725502939798371,2,7,1,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,98.0,2.0,1
SBT006_0277,2,1,1,1,4,1,3,2,2,4,1,0.725502939798371,4,13,1,2.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,,1.0,1
SBT006_0278,2,0,2,2,5,1,3,1,1,2,5,1.24695817777845,3,10,1,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0,,0
SBT006_0279,1,0,2,1,4,1,5,1,1,2,5,1.24695817777845,2,7,1,1.0,2.0,97.0,4.0,2.0,4.0,2.0,5.0,4.0,,3.0,0
SBT006_0280,2,1,2,1,5,4,4,5,1,4,2,0.816190807273167,2,7,1,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,,1
SBT006_0281,1,0,3,1,5,1,3,3,3,1,6,0.99756654222276,2,7,1,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,1.0,4.0,,0
SBT006_0282,2,1,2,1,5,1,5,98,1,4,2,0.816190807273167,1,4,1,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,7.0,,1
SBT006_0283,2,0,2,1,4,2,3,5,1,2,5,1.24695817777845,2,7,1,2.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,1.0,,1.0,0
SBT006_0284,2,0,1,1,5,2,4,2,1,2,4,1.49634981333414,2,7,1,4.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,,0
SBT006_0285,2,1,2,2,5,1,4,3,3,3,2,0.816190807273167,2,7,1,1.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,,2.0,1
SBT006_0286,2,1,1,2,4,1,5,2,1,4,1,0.725502939798371,1,4,1,5.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,6.0,,1
SBT006_0287,2,1,1,2,5,1,3,3,2,4,1,0.725502939798371,3,10,1,1.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,,5.0,1
SBT006_0288,4,0,2,2,4,1,5,2,3,1,5,1.24695817777845,3,10,1,2.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,,4.0,0
SBT006_0289,1,0,2,2,2,1,4,6,0,2,5,1.24695817777845,4,13,1,2.0,3.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,,4.0,0
SBT006_0290,2,1,1,1,5,5,5,4,1,3,1,0.725502939798371,2,7,1,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,,1
SBT006_0291,1,0,3,1,3,5,2,5,2,2,6,0.99756654222276,2,7,1,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,,0
SBT006_0292,2,1,1,2,5,1,5,2,2,4,1,0.725502939798371,4,13,1,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,,3.0,1
SBT006_0293,2,1,1,1,5,4,3,3,3,4,1,0.725502939798371,1,4,1,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,7.0,,1
SBT006_0294,2,0,2,1,5,5,5,3,3,1,5,1.24695817777845,3,10,1,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,5.0,,0
SBT006_0295,4,0,3,2,5,4,2,3,3,2,6,0.99756654222276,2,7,1,3.0,5.0,4.0,4.0,3.0,97.0,4.0,5.0,1.0,4.0,2.0,0
SBT006_0296,3,0,3,2,4,1,1,3,2,2,6,0.99756654222276,1,4,1,97.0,5.0,4.0,5.0,4.0,4.0,1.0,,4.0,,,0
SBT006_0297,4,0,2,2,2,3,3,4,3,1,5,1.24695817777845,1,4,1,4.0,5.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,,0
SBT006_0298,1,1,1,2,5,3,5,3,2,4,1,0.725502939798371,4,13,1,1.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,,97.0,1
SBT006_0299,3,0,3,1,2,3,2,1,3,1,6,0.99756654222276,1,4,1,3.0,5.0,4.0,5.0,2.0,3.0,4.0,97.0,2.0,7.0,5.0,0
SBT006_0300,1,1,1,2,5,2,4,4,2,3,1,0.725502939798371,4,13,1,1.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,,6.0,1
SBT006_0301,1,0,2,2,5,2,2,3,1,1,5,1.24695817777845,3,10,1,97.0,3.0,3.0,3.0,3.0,4.0,97.0,,2.0,,,0
SBT006_0302,3,0,3,1,3,4,2,4,1,2,6,0.99756654222276,2,7,1,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,,0
SBT006_0303,1,1,2,1,5,2,4,4,3,3,2,0.816190807273167,4,13,1,1.0,3.0,4.0,3.0,5.0,2.0,97.0,4.0,1.0,,5.0,1
SBT006_0304,1,1,2,2,2,2,5,5,1,4,2,0.816190807273167,4,13,0,,,,,,,,,,,,0
SBT006_0305,1,0,2,1,2,2,3,4,0,1,5,1.24695817777845,1,4,1,3.0,4.0,1.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,0
SBT006_0306,3,1,1,1,5,2,2,5,1,3,1,0.725502939798371,1,4,1,5.0,4.0,5.0,4.0,97.0,4.0,5.0,3.0,2.0,6.0,,1
SBT006_0307,2,0,2,1,4,2,5,6,3,2,5,1.24695817777845,1,4,1,99.0,5.0,3.0,99.0,5.0,4.0,4.0,,2.0,,,0
SBT006_0308,2,0,2,1,4,5,2,3,3,2,5,1.24695817777845,1,4,1,2.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0,0.0,,4.0,0
SBT006_0309,1,0,3,1,2,3,3,4,2,1,6,0.99756654222276,4,13,1,97.0,2.0,4.0,5.0,3.0,4.0,5.0,,0.0,,,0
SBT006_0310,4,0,2,2,4,1,3,7,3,2,5,1.24695817777845,3,10,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,0
SBT006_0311,4,0,3,2,1,3,3,4,0,1,6,0.99756654222276,4,13,1,2.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,0.0,,5.0,0
SBT006_0312,4,1,1,1,4,1,4,4,1,4,1,0.725502939798371,4,13,1,4.0,3.0,4.0,98.0,2.0,3.0,5.0,5.0,2.0,4.0,,1
SBT006_0313,2,1,1,1,5,2,3,1,2,4,1,0.725502939798371,1,4,1,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,,1
SBT006_0314,2,1,2,2,97,3,5,3,2,4,2,0.816190807273167,4,13,1,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,,97
SBT006_0315,2,0,3,2,4,1,3,3,3,2,6,0.99756654222276,2,7,1,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,3.0,,0
SBT006_0316,3,0,2,1,3,2,3,5,0,2,5,1.24695817777845,2,7,1,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,,3.0,0
SBT006_0317,1,1,1,2,3,3,4,3,1,4,1,0.725502939798371,1,4,1,1.0,3.0,1.0,5.0,2.0,3.0,4.0,5.0,3.0,,5.0,0
SBT006_0318,1,1,2,2,5,3,3,4,1,4,2,0.816190807273167,4,13,1,2.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,,1.0,1
SBT006_0319,3,1,1,1,5,2,4,4,2,3,1,0.725502939798371,2,7,1,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,0.0,6.0,,1
SBT006_0320,4,0,2,2,1,5,4,6,2,2,5,1.24695817777845,4,13,1,1.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,,1.0,0
